threshold,auc,tp,fp,tn,fn,accuracy,precision,recall,fpr
0.966,0.5271351099603725,5224.0,1229.0,29454.0,50159.0,0.4029,0.8095,0.0943,0.0401
0.967,0.5267566101539424,5155.0,1214.0,29469.0,50228.0,0.4023,0.8094,0.0931,0.0396
0.968,0.5267429787916935,5121.0,1196.0,29487.0,50262.0,0.4021,0.8107,0.0925,0.039
0.969,0.5264327305404773,5074.0,1189.0,29494.0,50309.0,0.4016,0.8102,0.0916,0.0388
0.97,0.5263070158847252,5033.0,1174.0,29509.0,50350.0,0.4013,0.8109,0.0909,0.0383
0.971,0.5252243762448199,4812.0,1118.0,29565.0,50571.0,0.3994,0.8115,0.0869,0.0364
0.972,0.5249035655121236,4753.0,1105.0,29578.0,50630.0,0.3989,0.8114,0.0858,0.036
0.973,0.5246930776593508,4699.0,1088.0,29595.0,50684.0,0.3985,0.812,0.0848,0.0355
0.974,0.5244572660968709,4644.0,1072.0,29611.0,50739.0,0.398,0.8125,0.0839,0.0349
0.975,0.5242069192793598,4591.0,1058.0,29625.0,50792.0,0.3976,0.8127,0.0829,0.0345
0.976,0.5239951229593981,4517.0,1030.0,29653.0,50866.0,0.397,0.8143,0.0816,0.0336
0.977,0.5237467625286627,4457.0,1012.0,29671.0,50926.0,0.3965,0.815,0.0805,0.033
0.978,0.5235109509661827,4402.0,996.0,29687.0,50981.0,0.3961,0.8155,0.0795,0.0325
0.979,0.5232676458029918,4357.0,986.0,29697.0,51026.0,0.3957,0.8155,0.0787,0.0321
0.98,0.5232159158895847,4326.0,972.0,29711.0,51057.0,0.3955,0.8165,0.0781,0.0317
0.981,0.5214084160276505,3985.0,894.0,29789.0,51398.0,0.3924,0.8168,0.072,0.0291
0.982,0.5212142238434889,3931.0,876.0,29807.0,51452.0,0.392,0.8178,0.071,0.0286
0.983,0.5211015100023836,3877.0,853.0,29830.0,51506.0,0.3916,0.8197,0.07,0.0278
0.984,0.5206038852481303,3793.0,837.0,29846.0,51590.0,0.3909,0.8192,0.0685,0.0273
0.985,0.5205343252257276,3751.0,818.0,29865.0,51632.0,0.3906,0.821,0.0677,0.0267
0.986,0.5203137268378659,3667.0,785.0,29898.0,51716.0,0.39,0.8237,0.0662,0.0256
0.987,0.5200184657880721,3600.0,766.0,29917.0,51783.0,0.3894,0.8246,0.065,0.025
0.988,0.5198024707213637,3549.0,751.0,29932.0,51834.0,0.389,0.8253,0.0641,0.0245
0.989,0.5194816599886674,3490.0,738.0,29945.0,51893.0,0.3885,0.8254,0.063,0.0241
0.99,0.5193409581314927,3469.0,735.0,29948.0,51914.0,0.3883,0.8252,0.0626,0.024
0.991,0.5162387489645109,2916.0,619.0,30064.0,52467.0,0.3832,0.8249,0.0527,0.0202
0.992,0.5160027114288355,2870.0,608.0,30075.0,52513.0,0.3828,0.8252,0.0518,0.0198
0.993,0.5156981963647504,2811.0,594.0,30089.0,52572.0,0.3823,0.8256,0.0508,0.0194
0.994,0.5153001060357447,2729.0,573.0,30110.0,52654.0,0.3816,0.8265,0.0493,0.0187
0.995,0.515013647053851,2672.0,559.0,30124.0,52711.0,0.3811,0.827,0.0482,0.0182
0.996,0.5144814919475844,2521.0,508.0,30175.0,52862.0,0.3799,0.8323,0.0455,0.0166
0.997,0.5139178279980882,2399.0,475.0,30208.0,52984.0,0.3789,0.8347,0.0433,0.0155
0.998,0.5135049764408556,2328.0,461.0,30222.0,53055.0,0.3782,0.8347,0.042,0.015
0.999,0.5129080432345501,2233.0,445.0,30238.0,53150.0,0.3773,0.8338,0.0403,0.0145
