threshold,auc,tp,fp,tn,fn,accuracy,precision,recall,fpr
0.608,0.6451043684832761,35388.0,10701.0,19982.0,19995.0,0.6433,0.7678,0.639,0.3488
0.609,0.6454129510648824,35285.0,10625.0,20058.0,20098.0,0.643,0.7686,0.6371,0.3463
0.61,0.6454931683127351,35191.0,10568.0,20115.0,20192.0,0.6426,0.7691,0.6354,0.3444
0.611,0.6458090185218571,35087.0,10491.0,20192.0,20296.0,0.6423,0.7698,0.6335,0.3419
0.612,0.6458291083628089,35008.0,10446.0,20237.0,20375.0,0.6419,0.7702,0.6321,0.3404
0.613,0.645866171791959,34902.0,10385.0,20298.0,20481.0,0.6414,0.7707,0.6302,0.3385
0.614,0.6459245861572648,34811.0,10331.0,20352.0,20572.0,0.6409,0.7711,0.6286,0.3367
0.615,0.6462470260743156,34733.0,10268.0,20415.0,20650.0,0.6408,0.7718,0.6271,0.3346
0.616,0.6463560878590352,34644.0,10212.0,20471.0,20739.0,0.6404,0.7723,0.6255,0.3328
0.617,0.6465805277912225,34575.0,10160.0,20523.0,20808.0,0.6402,0.7729,0.6243,0.3311
0.618,0.6469106872821802,34478.0,10086.0,20597.0,20905.0,0.6399,0.7737,0.6225,0.3287
0.619,0.6469072138270051,34400.0,10043.0,20640.0,20983.0,0.6395,0.774,0.6211,0.3273
0.62,0.6471717386971264,34321.0,9983.0,20700.0,21062.0,0.6393,0.7747,0.6197,0.3254
0.621,0.6470313101851324,34217.0,9934.0,20749.0,21166.0,0.6386,0.775,0.6178,0.3238
0.622,0.6470498655856998,34127.0,9883.0,20800.0,21256.0,0.6382,0.7754,0.6162,0.3221
0.623,0.6468805925368389,34018.0,9833.0,20850.0,21365.0,0.6375,0.7758,0.6142,0.3205
0.624,0.6470297392594924,33919.0,9769.0,20914.0,21464.0,0.6371,0.7764,0.6124,0.3184
0.625,0.6472172105064997,33808.0,9696.0,20987.0,21575.0,0.6367,0.7771,0.6104,0.316
0.626,0.6476387802743918,33676.0,9597.0,21086.0,21707.0,0.6363,0.7782,0.6081,0.3128
0.627,0.6478722482476748,33608.0,9545.0,21138.0,21775.0,0.6361,0.7788,0.6068,0.3111
0.628,0.6480233813571039,33502.0,9477.0,21206.0,21881.0,0.6357,0.7795,0.6049,0.3089
0.629,0.6480762885084741,33414.0,9425.0,21258.0,21969.0,0.6352,0.78,0.6033,0.3072
0.63,0.648169280597778,33316.0,9365.0,21318.0,22067.0,0.6348,0.7806,0.6016,0.3052
0.631,0.6483651019662939,33233.0,9307.0,21376.0,22150.0,0.6345,0.7812,0.6001,0.3033
0.632,0.6484019394222484,33136.0,9251.0,21432.0,22247.0,0.634,0.7817,0.5983,0.3015
0.633,0.6485691422270933,33039.0,9187.0,21496.0,22344.0,0.6336,0.7824,0.5966,0.2994
0.634,0.6485621479447582,32957.0,9142.0,21541.0,22426.0,0.6332,0.7828,0.5951,0.298
0.635,0.6487958418912368,32880.0,9085.0,21598.0,22503.0,0.633,0.7835,0.5937,0.2961
0.636,0.6490806352035206,32787.0,9016.0,21667.0,22596.0,0.6327,0.7843,0.592,0.2938
0.637,0.6493163155367749,32703.0,8955.0,21728.0,22680.0,0.6324,0.785,0.5905,0.2919
0.638,0.649345659392018,32616.0,8905.0,21778.0,22767.0,0.632,0.7855,0.5889,0.2902
0.639,0.6493476931507787,32535.0,8860.0,21823.0,22848.0,0.6316,0.786,0.5875,0.2888
0.64,0.6494805442048209,32436.0,8797.0,21886.0,22947.0,0.6312,0.7867,0.5857,0.2867
0.641,0.6492579594301836,32359.0,8768.0,21915.0,23024.0,0.6306,0.7868,0.5843,0.2858
0.642,0.6493850772970946,32272.0,8712.0,21971.0,23111.0,0.6302,0.7874,0.5827,0.2839
0.643,0.6493005774452544,32176.0,8664.0,22019.0,23207.0,0.6297,0.7879,0.581,0.2824
0.644,0.6493717666520115,32081.0,8607.0,22076.0,23302.0,0.6292,0.7885,0.5793,0.2805
0.645,0.649477307609571,31988.0,8549.0,22134.0,23395.0,0.6288,0.7891,0.5776,0.2786
0.646,0.6492694840631605,31900.0,8513.0,22170.0,23483.0,0.6282,0.7893,0.576,0.2775
0.647,0.6493078559594994,31814.0,8463.0,22220.0,23569.0,0.6278,0.7899,0.5744,0.2758
0.648,0.6491872439432768,31714.0,8415.0,22268.0,23669.0,0.6272,0.7903,0.5726,0.2743
0.649,0.6492273762531957,31630.0,8366.0,22317.0,23753.0,0.6268,0.7908,0.5711,0.2727
0.65,0.6492040863022494,31548.0,8322.0,22361.0,23835.0,0.6264,0.7913,0.5696,0.2712
0.651,0.6492805567497464,31459.0,8268.0,22415.0,23924.0,0.626,0.7919,0.568,0.2695
0.652,0.6492394366898045,31366.0,8219.0,22464.0,24017.0,0.6255,0.7924,0.5663,0.2679
0.653,0.649084020976388,31282.0,8182.0,22501.0,24101.0,0.6249,0.7927,0.5648,0.2667
0.654,0.6490466477168017,31184.0,8130.0,22553.0,24199.0,0.6244,0.7932,0.5631,0.265
0.655,0.6488174732342356,31081.0,8087.0,22596.0,24302.0,0.6237,0.7935,0.5612,0.2636
0.656,0.6487653387464225,30994.0,8042.0,22641.0,24389.0,0.6232,0.794,0.5596,0.2621
0.657,0.6489193147634246,30919.0,7991.0,22692.0,24464.0,0.6229,0.7946,0.5583,0.2604
0.658,0.6487009287355342,30819.0,7949.0,22734.0,24564.0,0.6222,0.795,0.5565,0.2591
0.659,0.6486324985791097,30732.0,7905.0,22778.0,24651.0,0.6217,0.7954,0.5549,0.2576
0.66,0.6483451830764185,30637.0,7870.0,22813.0,24746.0,0.621,0.7956,0.5532,0.2565
0.661,0.6484956382662606,30558.0,7817.0,22866.0,24825.0,0.6207,0.7963,0.5518,0.2548
0.662,0.6484239132558719,30458.0,7766.0,22917.0,24925.0,0.6202,0.7968,0.55,0.2531
0.663,0.6485094117444645,30370.0,7712.0,22971.0,25013.0,0.6198,0.7975,0.5484,0.2513
0.664,0.6482800112887028,30276.0,7674.0,23009.0,25107.0,0.6191,0.7978,0.5467,0.2501
