,user_id,session_id,topic,sub_topic,learning_node,question_type_single,question_type_multichoice,question_difficulty_medium,question_difficulty_easy,question_difficulty_hard,question_difficulty_hots,ms_first_response_min,ms_first_response_mean,ms_first_response_max,is_correct_1,is_correct_0
0,2348875,2,1,1,1,3,0,3,0,0,0,11.0,13.666666666666666,18.0,1,2
1,2766044,11,2,9,28,37,0,37,0,0,0,4.0,23.27027027027027,110.0,20,17
2,3604867,4,3,3,7,14,0,12,2,0,0,8.0,49.857142857142854,155.0,1,13
3,4061807,10,5,7,33,108,0,108,0,0,0,2.0,13.75925925925926,104.0,59,49
4,5713467,3,2,4,7,20,0,18,0,2,0,8.0,26.45,91.0,12,8
5,6725037,8,8,22,31,65,0,65,0,0,0,2.0,31.123076923076923,211.0,36,29
6,8411515,1,1,1,1,3,0,3,0,0,0,20.0,26.333333333333332,34.0,1,2
7,10105875,16,12,5,76,165,0,165,0,0,0,2.0,21.76969696969697,122.0,128,37
8,10434119,1,1,1,2,4,1,5,0,0,0,21.0,37.8,59.0,3,2
9,11855819,1,1,1,2,5,0,5,0,0,0,8.0,29.2,82.0,5,0
10,13836158,4,2,5,7,16,2,18,0,0,0,9.0,36.666666666666664,89.0,10,8
11,14706019,1,1,1,2,3,0,3,0,0,0,12.0,12.0,12.0,3,0
12,17368199,1,1,2,5,9,0,9,0,0,0,11.0,37.44444444444444,102.0,8,1
13,24245691,1,1,2,13,13,0,13,0,0,0,3.0,8.384615384615385,16.0,11,2
14,26507933,6,4,8,24,39,0,39,0,0,0,6.0,25.743589743589745,59.0,21,18
15,26781011,9,5,8,42,89,0,85,4,0,0,3.0,53.640449438202246,831.0,84,5
16,31096286,20,9,21,136,261,0,261,0,0,0,2.0,6.689655172413793,90.0,130,131
17,31637172,9,5,7,24,68,0,65,3,0,0,3.0,12.014705882352942,44.0,25,43
18,31784845,7,2,2,17,64,0,64,0,0,0,3.0,22.3125,147.0,52,12
19,32907819,1,1,1,1,1,0,1,0,0,0,18.0,18.0,18.0,1,0
20,33261029,4,2,7,21,51,0,51,0,0,0,3.0,18.019607843137255,79.0,29,22
21,33329834,6,4,2,6,19,0,19,0,0,0,5.0,15.842105263157896,38.0,12,7
22,35681497,1,1,1,1,1,0,1,0,0,0,6565.0,6565.0,6565.0,1,0
23,36292087,14,7,6,39,87,0,87,0,0,0,1.0,10.586206896551724,59.0,21,66
24,38791046,5,3,2,14,32,0,32,0,0,0,3.0,105.9375,1018.0,29,3
25,39872536,2,2,2,2,2,0,2,0,0,0,10.0,32.5,55.0,2,0
26,41319137,2,2,3,3,9,0,9,0,0,0,8.0,24.444444444444443,66.0,2,7
27,42096182,1,1,1,1,1,0,1,0,0,0,17.0,17.0,17.0,0,1
28,44990149,2,1,1,1,5,0,5,0,0,0,4.0,10.0,23.0,5,0
29,46934439,2,2,2,2,1,1,2,0,0,0,16.0,18.5,21.0,1,1
30,48494393,2,1,5,6,17,0,17,0,0,0,10056.0,20621.941176470587,62098.0,11,6
31,48564174,3,2,3,9,17,0,17,0,0,0,2.0,6.411764705882353,15.0,8,9
32,50249067,4,4,9,9,26,0,26,0,0,0,7.0,20.576923076923077,51.0,13,13
33,50595276,1,1,3,5,9,0,8,1,0,0,6890.0,35690.88888888889,97192.0,1,8
34,53501860,1,1,2,2,5,0,5,0,0,0,14.0,26.0,44.0,2,3
35,58343548,4,3,10,19,26,1,27,0,0,0,2.0,19.925925925925927,207.0,9,18
36,58857402,4,3,10,19,22,0,22,0,0,0,4.0,31.636363636363637,127.0,18,4
37,60266948,1,1,2,2,2,0,2,0,0,0,21.0,46.5,72.0,1,1
38,62760376,1,1,2,3,9,0,9,0,0,0,7.0,27.88888888888889,70.0,7,2
39,64740280,10,4,20,67,141,0,140,0,1,0,2.0,46.829787234042556,189.0,91,50
40,65410125,9,4,14,20,44,0,44,0,0,0,5.0,61.34090909090909,501.0,26,18
41,67164173,2,1,3,4,11,0,8,3,0,0,3.0,5.2727272727272725,7.0,1,10
42,67648438,2,1,1,7,27,0,27,0,0,0,3.0,9.592592592592593,40.0,16,11
43,68477890,1,1,1,1,1,0,0,0,1,0,21.0,21.0,21.0,1,0
44,70380209,1,1,1,1,1,0,1,0,0,0,13.0,13.0,13.0,0,1
45,74221019,1,1,4,5,5,0,5,0,0,0,10.0,19.4,24.0,1,4
46,74889967,4,3,2,16,30,0,29,1,0,0,4.0,15.733333333333333,38.0,26,4
47,77172265,3,2,6,9,19,0,17,2,0,0,8160.0,54685.52631578947,234134.0,9,10
48,79246003,1,1,5,7,13,0,13,0,0,0,4.0,17.46153846153846,47.0,6,7
49,79856441,1,1,5,5,14,0,10,0,3,1,5.0,30.428571428571427,188.0,12,2
50,80185826,1,1,2,7,7,0,7,0,0,0,24.0,61.0,114.0,3,4
51,82879931,3,2,1,8,15,0,15,0,0,0,8.0,28.0,103.0,12,3
52,86000037,64,20,14,60,366,0,364,2,0,0,3.0,8.002732240437158,78.0,205,161
53,86166839,5,4,7,15,34,0,32,2,0,0,2131.0,15066.0,35090.0,12,22
54,89271543,2,1,8,27,30,0,30,0,0,0,2.0,4.933333333333334,47.0,5,25
55,89335588,2,1,1,1,3,0,3,0,0,0,9.0,21.0,28.0,2,1
56,91194650,2,2,1,4,8,0,8,0,0,0,30.0,106.625,394.0,8,0
57,91355488,3,3,3,24,38,0,38,0,0,0,5.0,87.26315789473684,604.0,31,7
58,92165017,1,1,3,6,17,0,17,0,0,0,2.0,8.529411764705882,24.0,4,13
59,92363799,1,1,4,3,5,0,3,2,0,0,4.0,8.4,17.0,4,1
60,93071526,5,4,1,6,10,0,10,0,0,0,4.0,8.6,14.0,9,1
61,95019986,14,6,3,26,92,0,92,0,0,0,2.0,10.08695652173913,69.0,58,34
62,95869781,1,1,1,1,1,0,1,0,0,0,136.0,136.0,136.0,1,0
63,95938792,8,4,7,10,24,0,24,0,0,0,2.0,9.958333333333334,39.0,20,4
64,96319523,1,1,2,2,4,0,4,0,0,0,6.0,18.5,29.0,2,2
65,98413367,4,4,5,20,26,0,24,2,0,0,2.0,17.115384615384617,59.0,8,18
66,98451602,6,4,16,29,66,0,66,0,0,0,2.0,5.7727272727272725,162.0,14,52
67,98591178,3,3,5,11,20,0,19,1,0,0,5.0,21.1,40.0,12,8
68,100512656,1,1,3,4,8,0,7,1,0,0,2.0,6.75,12.0,3,5
69,100892115,9,7,7,53,102,0,102,0,0,0,4.0,33.31372549019608,536.0,95,7
70,102548374,1,1,1,1,2,0,2,0,0,0,14.0,31.0,48.0,1,1
71,104481352,1,1,3,6,11,0,11,0,0,0,6.0,34.09090909090909,186.0,9,2
72,105776585,1,1,1,1,2,0,2,0,0,0,15.0,22.5,30.0,2,0
73,109257228,2,1,1,3,11,0,11,0,0,0,5.0,11.181818181818182,21.0,10,1
74,110251125,1,1,2,3,3,0,3,0,0,0,4.0,8.333333333333334,17.0,0,3
75,110632868,5,3,3,20,36,0,36,0,0,0,2.0,19.333333333333332,48.0,16,20
76,110790455,2,1,7,12,15,0,15,0,0,0,4.0,22.2,45.0,1,14
77,111833181,1,1,2,2,2,0,2,0,0,0,12.0,12.5,13.0,1,1
78,112448582,2,1,1,1,3,0,3,0,0,0,3.0,9.333333333333334,18.0,1,2
79,114859822,42,11,8,56,396,0,393,3,0,0,2.0,7.202020202020202,74.0,320,76
80,116765084,11,1,2,7,105,0,105,0,0,0,1003.0,4931.933333333333,39720.0,26,79
81,118602603,32,19,7,95,224,0,222,2,0,0,2.0,10.348214285714286,44.0,186,38
82,118994603,1,1,2,4,7,0,7,0,0,0,3.0,14.714285714285714,37.0,2,5
83,119984285,14,3,7,9,46,0,46,0,0,0,3.0,20.804347826086957,151.0,28,18
84,120652811,1,1,2,2,2,0,2,0,0,0,12.0,19.5,27.0,0,2
85,122624186,1,1,1,1,1,0,1,0,0,0,8.0,8.0,8.0,0,1
86,123456115,3,1,1,3,7,0,7,0,0,0,5.0,11.142857142857142,18.0,4,3
87,125984093,4,3,10,18,37,0,37,0,0,0,1411.0,17569.513513513513,76891.0,17,20
88,129081852,1,1,2,2,5,0,5,0,0,0,6.0,16.2,40.0,2,3
89,129768963,8,2,1,4,25,0,25,0,0,0,3.0,12.4,104.0,10,15
90,130371039,33,12,5,50,198,0,198,0,0,0,2.0,12.196969696969697,71.0,149,49
91,130378427,2,1,2,19,21,0,21,0,0,0,5.0,12.0,24.0,12,9
92,135611641,5,4,2,18,24,0,24,0,0,0,3.0,11.208333333333334,42.0,19,5
93,135940810,1,1,1,1,1,0,1,0,0,0,288.0,288.0,288.0,1,0
94,137369550,1,1,1,4,8,0,8,0,0,0,3.0,20.0,46.0,4,4
95,139305005,26,7,1,33,112,0,112,0,0,0,2.0,15.401785714285714,134.0,86,26
96,139918692,6,3,2,10,33,0,33,0,0,0,3.0,15.393939393939394,70.0,18,15
97,141429683,1,1,2,3,8,0,6,2,0,0,11.0,16.875,27.0,3,5
98,142309526,2,1,4,10,11,0,11,0,0,0,7.0,21.181818181818183,50.0,6,5
99,146951836,6,6,12,28,47,2,46,0,2,1,10.0,36.224489795918366,168.0,34,15
100,147295313,27,6,3,37,209,0,208,1,0,0,3.0,13.578947368421053,85.0,167,42
101,148348917,3,2,5,5,15,0,14,0,1,0,8.0,23.266666666666666,44.0,9,6
102,148744428,1,1,1,1,2,0,2,0,0,0,12.0,13.5,15.0,2,0
103,149369525,35,14,9,81,171,0,163,7,0,1,2.0,34.22222222222222,301.0,118,53
104,150525623,11,3,2,9,66,0,66,0,0,0,3.0,7.893939393939394,27.0,52,14
105,150947684,9,4,13,20,37,0,37,0,0,0,3.0,32.54054054054054,141.0,13,24
106,151983123,2,2,4,7,15,0,15,0,0,0,3.0,38.06666666666667,134.0,9,6
107,152246731,23,6,14,22,91,0,90,0,0,1,3.0,7.230769230769231,37.0,31,60
108,152734640,3,2,6,16,25,0,25,0,0,0,12.0,39.4,120.0,14,11
109,155029842,1,1,1,1,2,0,2,0,0,0,19.0,21.0,23.0,1,1
110,156542915,4,3,2,5,12,0,12,0,0,0,4.0,14.25,32.0,6,6
111,156786778,11,7,5,13,25,0,25,0,0,0,3.0,13.24,45.0,14,11
112,159287847,1,1,1,11,11,0,11,0,0,0,3.0,14.727272727272727,33.0,2,9
113,159565945,1,1,1,1,1,0,1,0,0,0,12.0,12.0,12.0,1,0
114,159637033,1,1,2,11,11,0,11,0,0,0,4.0,7.363636363636363,13.0,3,8
115,160922396,18,7,26,70,118,0,118,0,0,0,3.0,30.652542372881356,294.0,65,53
116,161462376,2,2,3,5,14,0,10,3,0,1,2.0,22.857142857142858,39.0,4,10
117,161543570,1,1,1,1,2,0,2,0,0,0,18.0,19.5,21.0,0,2
118,162344654,34,7,2,22,96,0,95,1,0,0,1.0,9.4375,79.0,42,54
119,168023524,1,1,2,16,16,0,16,0,0,0,7.0,28.375,76.0,9,7
120,168625797,2,1,3,3,3,0,3,0,0,0,38.0,52.333333333333336,65.0,0,3
121,169249063,3,3,2,5,5,0,5,0,0,0,8.0,19.6,48.0,3,2
122,169429771,2,1,1,4,7,0,7,0,0,0,6.0,10.714285714285714,17.0,6,1
123,173660782,2,1,4,7,14,0,13,1,0,0,11.0,44.857142857142854,130.0,7,7
124,175768950,1,1,1,5,5,0,5,0,0,0,2.0,4.6,7.0,0,5
125,176653187,9,8,40,50,56,1,57,0,0,0,4.0,87.94736842105263,344.0,29,28
126,178615371,2,1,3,3,8,0,8,0,0,0,4.0,19.5,99.0,3,5
127,180641429,1,1,1,1,2,0,2,0,0,0,7.0,9.5,12.0,1,1
128,182482486,2,1,2,2,5,0,5,0,0,0,10.0,23.8,45.0,4,1
129,183859530,1,1,1,1,1,0,1,0,0,0,11.0,11.0,11.0,0,1
130,184046469,2,1,10,28,29,0,29,0,0,0,2.0,8.068965517241379,26.0,8,21
131,184531359,1,1,1,1,2,0,2,0,0,0,25.0,26.0,27.0,2,0
132,185604947,27,10,13,54,192,0,187,5,0,0,2.0,11.015625,66.0,100,92
133,186090261,2,1,4,9,22,0,22,0,0,0,2.0,9.681818181818182,37.0,10,12
134,188617987,1,1,1,2,5,0,5,0,0,0,6.0,11.4,16.0,2,3
135,190501569,1,1,2,3,8,0,5,1,2,0,4.0,24.625,42.0,1,7
136,195804085,22,7,3,27,96,0,96,0,0,0,2.0,8.5,34.0,64,32
137,196099622,3,2,9,26,42,0,42,0,0,0,5.0,13.166666666666666,74.0,36,6
138,196657584,1,1,3,14,14,0,14,0,0,0,6.0,23.642857142857142,60.0,8,6
139,198969975,1,1,5,5,5,0,5,0,0,0,7.0,16.2,28.0,3,2
140,199336132,1,1,2,5,9,0,9,0,0,0,7.0,19.0,51.0,4,5
141,199796999,2,2,5,10,14,0,14,0,0,0,4465.0,16507.5,51980.0,9,5
142,200005491,3,2,2,12,13,0,13,0,0,0,6.0,16.384615384615383,49.0,4,9
143,200329279,2,2,2,8,16,0,16,0,0,0,4.0,11.5,33.0,12,4
144,201809792,3,2,4,6,11,1,10,2,0,0,14.0,52.583333333333336,141.0,2,10
145,205826289,2,2,3,13,17,0,17,0,0,0,6.0,57.529411764705884,378.0,15,2
146,206444980,1,1,1,10,19,0,19,0,0,0,5.0,11.68421052631579,24.0,18,1
147,206704420,4,4,6,37,73,0,71,2,0,0,4.0,12.150684931506849,64.0,69,4
148,207003400,1,1,1,1,2,0,2,0,0,0,65.0,71.5,78.0,1,1
149,208003547,4,2,2,7,11,0,11,0,0,0,2.0,15.454545454545455,40.0,1,10
150,210548459,2,2,3,2,5,0,5,0,0,0,9.0,42.8,114.0,1,4
151,212822383,19,4,6,21,156,0,150,6,0,0,2.0,21.621794871794872,438.0,87,69
152,215622004,1,1,2,2,3,0,3,0,0,0,3.0,3.3333333333333335,4.0,0,3
153,216047586,18,6,24,49,94,0,94,0,0,0,3.0,22.24468085106383,90.0,39,55
154,217549724,1,1,1,1,1,0,1,0,0,0,32.0,32.0,32.0,1,0
155,218433295,1,1,1,1,1,0,1,0,0,0,5.0,5.0,5.0,0,1
156,221178787,32,4,5,24,143,0,134,9,0,0,2.0,13.363636363636363,76.0,89,54
157,223600223,6,2,1,7,26,0,26,0,0,0,6.0,17.76923076923077,49.0,17,9
158,224660865,1,1,3,6,6,0,6,0,0,0,3.0,22.833333333333332,72.0,2,4
159,228622665,12,4,4,29,83,0,83,0,0,0,2.0,11.012048192771084,56.0,55,28
160,228901764,2,2,4,6,11,0,10,1,0,0,2.0,7.090909090909091,43.0,8,3
161,231283642,9,6,8,61,126,0,117,5,0,4,2.0,13.865079365079366,86.0,114,12
162,231708036,3,3,3,16,28,0,28,0,0,0,3.0,17.75,101.0,15,13
163,232333988,13,5,8,13,37,0,33,4,0,0,3.0,11.27027027027027,42.0,23,14
164,233365517,1,1,1,1,1,0,1,0,0,0,47.0,47.0,47.0,1,0
165,233487266,5,5,23,40,53,0,50,0,2,1,2.0,20.452830188679247,92.0,18,35
166,233777080,3,2,6,9,18,0,17,1,0,0,12.0,84.22222222222223,510.0,10,8
167,234637813,1,1,3,3,5,0,5,0,0,0,2.0,3.0,6.0,2,3
168,235142862,2,2,1,3,8,0,8,0,0,0,10.0,27.0,70.0,4,4
169,237516058,10,5,3,54,129,0,129,0,0,0,2.0,15.193798449612403,92.0,113,16
170,238621171,1,1,5,7,7,0,7,0,0,0,13.0,26.428571428571427,64.0,4,3
171,239410425,1,1,1,2,5,0,5,0,0,0,13.0,30.8,52.0,4,1
172,241908021,5,1,3,5,49,0,49,0,0,0,3.0,16.448979591836736,74.0,35,14
173,243412007,3,1,1,4,11,0,0,0,11,0,4.0,33.63636363636363,158.0,7,4
174,244825155,2,1,1,2,11,0,11,0,0,0,2.0,3.5454545454545454,6.0,11,0
175,245017881,4,1,2,2,15,0,11,4,0,0,4.0,6.066666666666666,16.0,12,3
176,247558301,2,1,1,4,7,0,0,0,7,0,3.0,234.0,865.0,4,3
177,249330427,2,1,1,1,5,0,5,0,0,0,9.0,14.2,23.0,5,0
178,249786560,1,1,4,4,7,0,6,1,0,0,20.0,68.0,145.0,4,3
179,254450750,4,4,5,14,41,0,38,3,0,0,5.0,45.0,175.0,31,10
180,254740470,4,3,6,11,27,0,25,2,0,0,1592.0,69831.0,1263846.0,7,20
181,254939562,2,1,1,1,5,0,5,0,0,0,6.0,10.0,16.0,4,1
182,257691511,4,2,11,23,50,0,43,0,4,3,2.0,57.84,1702.0,26,24
183,257735142,1,1,2,3,5,0,5,0,0,0,26.0,52.6,110.0,3,2
184,258084078,1,1,2,7,7,0,7,0,0,0,3.0,11.428571428571429,23.0,2,5
185,258784521,2,2,1,2,2,0,2,0,0,0,14.0,16.5,19.0,2,0
186,262297495,5,3,13,29,36,0,34,2,0,0,5.0,91.13888888888889,2049.0,23,13
187,263877556,14,6,3,32,79,0,76,3,0,0,2.0,16.0,98.0,58,21
188,264875824,1,1,1,1,2,0,2,0,0,0,8.0,10.0,12.0,0,2
189,265480986,1,1,1,1,1,0,1,0,0,0,18.0,18.0,18.0,1,0
190,267238767,3,2,7,10,18,0,18,0,0,0,7.0,30.5,120.0,7,11
191,269373565,10,9,25,43,97,0,95,0,2,0,3.0,19.8659793814433,120.0,69,28
192,270034811,1,1,4,2,4,0,4,0,0,0,11.0,24.5,33.0,2,2
193,274232667,2,2,4,4,7,0,7,0,0,0,9.0,16.571428571428573,28.0,1,6
194,275832500,1,1,2,2,2,0,2,0,0,0,3.0,9.5,16.0,0,2
195,275884425,1,1,3,4,8,0,8,0,0,0,3.0,8.875,16.0,4,4
196,276634842,13,8,2,15,38,0,38,0,0,0,3.0,10.894736842105264,29.0,28,10
197,277334458,1,1,1,9,18,0,18,0,0,0,4.0,8.222222222222221,19.0,15,3
198,277413182,1,1,2,3,5,0,5,0,0,0,6.0,15.0,26.0,2,3
199,280208025,6,1,2,2,22,2,24,0,0,0,4.0,21.166666666666668,140.0,14,10
200,282797997,12,7,6,52,105,0,101,4,0,0,4.0,14.628571428571428,59.0,79,26
201,283980313,1,1,1,1,1,0,1,0,0,0,20.0,20.0,20.0,0,1
202,285821829,2,2,5,5,11,0,11,0,0,0,4.0,10.636363636363637,21.0,4,7
203,286774638,1,1,2,2,4,0,4,0,0,0,3.0,15.25,20.0,0,4
204,287123217,1,1,3,3,3,0,3,0,0,0,23.0,26.0,28.0,1,2
205,287548796,1,1,3,3,5,0,5,0,0,0,2.0,2.8,5.0,1,4
206,292746603,7,3,2,40,101,0,101,0,0,0,4.0,36.45544554455446,264.0,80,21
207,292872952,1,1,1,1,1,0,1,0,0,0,110.0,110.0,110.0,1,0
208,293204792,5,3,3,16,35,0,35,0,0,0,5.0,29.4,113.0,19,16
209,293376693,6,3,4,16,29,0,12,0,17,0,2.0,7.586206896551724,15.0,12,17
210,293433338,1,1,1,7,13,0,13,0,0,0,3.0,8.461538461538462,16.0,10,3
211,294584931,1,1,3,3,5,0,5,0,0,0,7.0,9.8,15.0,2,3
212,299224420,5,4,4,18,31,0,31,0,0,0,3.0,7.516129032258065,15.0,28,3
213,299856334,4,1,3,10,39,0,39,0,0,0,3.0,10.974358974358974,45.0,33,6
214,301706522,1,1,1,3,9,0,5,3,0,1,17.0,47.22222222222222,156.0,6,3
215,306520598,3,2,4,5,13,0,13,0,0,0,7.0,16.846153846153847,41.0,8,5
216,307341600,1,1,1,1,1,0,1,0,0,0,73.0,73.0,73.0,0,1
217,307913049,3,3,11,21,41,0,41,0,0,0,3.0,29.70731707317073,97.0,34,7
218,308508471,1,1,1,1,2,0,2,0,0,0,4.0,5.0,6.0,0,2
219,309092525,3,2,5,8,16,0,16,0,0,0,5.0,19.25,31.0,5,11
220,309860502,3,1,2,3,14,0,13,1,0,0,5.0,29.214285714285715,85.0,6,8
221,311109241,1,1,2,3,3,0,3,0,0,0,7.0,9.333333333333334,13.0,0,3
222,311171394,3,3,4,10,19,0,19,0,0,0,7.0,24.263157894736842,96.0,16,3
223,311701882,1,1,1,2,3,0,3,0,0,0,26.0,62.333333333333336,124.0,2,1
224,313080591,1,1,1,10,19,0,19,0,0,0,3.0,6.473684210526316,17.0,6,13
225,314585503,13,9,15,27,84,0,82,2,0,0,3.0,20.714285714285715,68.0,61,23
226,314620254,26,8,2,15,61,0,60,1,0,0,2.0,5.311475409836065,11.0,37,24
227,316333900,1,1,3,5,14,0,7,6,0,1,19.0,39.857142857142854,70.0,7,7
228,317872030,1,1,7,13,13,0,13,0,0,0,5.0,16.384615384615383,39.0,9,4
229,319229068,6,5,5,13,28,0,27,1,0,0,3.0,13.678571428571429,79.0,19,9
230,320081471,33,7,41,130,232,0,229,3,0,0,2.0,30.396551724137932,594.0,112,120
231,320890379,1,1,2,2,5,0,5,0,0,0,8.0,15.8,22.0,4,1
232,323806482,2,1,2,8,20,0,20,0,0,0,7.0,15.65,28.0,20,0
233,325619595,1,1,2,2,2,0,1,1,0,0,15.0,20.0,25.0,2,0
234,326584418,7,3,5,18,44,4,45,2,0,1,3.0,10.75,35.0,17,31
235,327254987,5,4,10,31,38,0,35,3,0,0,5.0,25.842105263157894,76.0,19,19
236,327745995,1,1,6,13,13,0,13,0,0,0,2.0,3.6153846153846154,13.0,5,8
237,328627268,4,2,5,5,15,0,11,4,0,0,4.0,11.066666666666666,49.0,10,5
238,329375696,1,1,1,2,4,0,4,0,0,0,9.0,17.25,29.0,3,1
239,330239869,2,2,6,10,14,0,14,0,0,0,7.0,21.357142857142858,48.0,7,7
240,330432319,10,4,13,22,71,0,70,0,0,1,3.0,35.25352112676056,163.0,33,38
241,331232610,1,1,1,1,2,0,2,0,0,0,11.0,12.0,13.0,2,0
242,332452711,1,1,3,6,11,0,11,0,0,0,7.0,40.45454545454545,127.0,11,0
243,335055408,2,2,1,6,11,0,11,0,0,0,5.0,30.90909090909091,113.0,8,3
244,341249500,2,2,4,7,18,0,15,1,2,0,6.0,26.944444444444443,75.0,8,10
245,343827168,5,5,17,35,56,1,55,2,0,0,5.0,22.333333333333332,95.0,41,16
246,344039094,2,1,1,3,5,0,5,0,0,0,5.0,13.4,35.0,0,5
247,344385947,2,1,5,10,11,0,11,0,0,0,3.0,13.818181818181818,41.0,0,11
248,344925855,2,1,2,6,14,0,14,0,0,0,2034.0,8550.57142857143,17578.0,5,9
249,346741774,2,2,11,10,20,0,20,0,0,0,9.0,36.5,162.0,11,9
250,350783939,1,1,1,6,11,0,11,0,0,0,3.0,7.454545454545454,16.0,10,1
251,351945045,6,3,1,20,44,0,44,0,0,0,3.0,13.181818181818182,39.0,24,20
252,351962438,2,2,1,6,8,0,8,0,0,0,6.0,19.125,64.0,8,0
253,352862415,2,2,3,4,7,0,6,1,0,0,5.0,34.857142857142854,67.0,4,3
254,353762962,4,2,2,9,19,0,19,0,0,0,3.0,13.157894736842104,38.0,10,9
255,354196109,3,3,10,23,33,0,31,0,1,1,4.0,21.545454545454547,55.0,19,14
256,355616227,4,2,7,10,39,0,39,0,0,0,2.0,53.794871794871796,588.0,15,24
257,356226046,2,1,2,3,5,0,5,0,0,0,13.0,30.2,59.0,2,3
258,359194150,2,1,1,1,3,0,3,0,0,0,9.0,12.0,17.0,3,0
259,362526234,1,1,1,2,2,0,2,0,0,0,10.0,10.5,11.0,2,0
260,363423327,1,1,2,2,2,0,2,0,0,0,20.0,26.0,32.0,1,1
261,364838415,1,1,1,1,1,0,1,0,0,0,18.0,18.0,18.0,1,0
262,365468512,1,1,1,1,1,0,1,0,0,0,29176.0,29176.0,29176.0,0,1
263,366562640,1,1,1,1,1,0,1,0,0,0,109.0,109.0,109.0,1,0
264,369681472,1,1,1,6,11,0,11,0,0,0,5.0,17.181818181818183,32.0,9,2
265,372810255,5,2,5,8,11,0,11,0,0,0,2.0,5.7272727272727275,10.0,4,7
266,377380971,3,1,1,6,16,0,16,0,0,0,2.0,7.25,41.0,3,13
267,380185551,2,2,3,4,10,0,10,0,0,0,6.0,13.4,22.0,6,4
268,380385220,2,2,3,17,17,0,17,0,0,0,3.0,32.411764705882355,53.0,6,11
269,381533119,2,1,3,9,21,0,19,2,0,0,9.0,72.04761904761905,239.0,16,5
270,384993018,1,1,1,6,11,0,11,0,0,0,3.0,9.636363636363637,24.0,9,2
271,387500230,3,2,2,3,13,0,12,0,1,0,4.0,20.384615384615383,49.0,13,0
272,393907251,1,1,3,8,8,0,8,0,0,0,8.0,17.5,29.0,4,4
273,394198510,1,1,1,2,5,0,5,0,0,0,8.0,21.2,39.0,3,2
274,397008639,1,1,4,8,8,0,7,1,0,0,26.0,53.375,124.0,7,1
275,400928302,6,1,9,22,31,0,31,0,0,0,7.0,41.903225806451616,207.0,22,9
276,403716966,2,2,4,5,7,0,7,0,0,0,7.0,31.571428571428573,76.0,1,6
277,405596094,1,1,1,2,4,0,4,0,0,0,3.0,13.25,19.0,0,4
278,405615503,1,1,2,2,3,0,2,1,0,0,8.0,35.333333333333336,86.0,1,2
279,406603865,14,7,7,27,69,0,68,1,0,0,2.0,11.753623188405797,68.0,35,34
280,407715422,20,12,42,74,167,0,165,2,0,0,2167.0,35010.94011976048,209688.0,88,79
281,409089360,11,5,12,14,32,0,32,0,0,0,5.0,19.4375,67.0,18,14
282,409583372,93,28,9,211,662,0,657,5,0,0,1234.0,7777.578549848942,84687.0,579,83
283,410166353,14,9,29,47,62,0,61,1,0,0,2.0,50.79032258064516,380.0,31,31
284,410348036,1,1,4,6,11,0,11,0,0,0,5.0,14.454545454545455,35.0,7,4
285,412755142,5,2,2,2,10,0,10,0,0,0,2.0,10.2,29.0,9,1
286,413056630,19,10,12,58,158,0,158,0,0,0,2.0,23.968354430379748,350.0,119,39
287,413383312,3,2,4,13,18,0,18,0,0,0,2.0,27.61111111111111,59.0,6,12
288,415506883,2,2,3,6,6,0,6,0,0,0,12.0,70.16666666666667,141.0,4,2
289,417800425,1,1,1,1,1,0,1,0,0,0,24.0,24.0,24.0,0,1
290,419851411,2,2,2,2,4,0,4,0,0,0,8.0,19.5,34.0,1,3
291,419880544,1,1,1,3,6,0,6,0,0,0,4.0,16.5,30.0,3,3
292,420239177,1,1,1,11,11,0,11,0,0,0,29.0,68.36363636363636,196.0,10,1
293,420345034,12,2,7,17,70,0,70,0,0,0,3.0,13.614285714285714,86.0,36,34
294,423607840,3,3,1,16,18,0,18,0,0,0,3.0,10.166666666666666,27.0,8,10
295,425331643,1,1,1,1,1,0,1,0,0,0,31.0,31.0,31.0,1,0
296,425450075,1,1,3,3,5,0,5,0,0,0,69.0,96.4,143.0,2,3
297,426284688,1,1,2,2,3,0,1,2,0,0,9.0,16.333333333333332,22.0,3,0
298,429424868,1,1,2,2,2,0,2,0,0,0,20815.0,24742.0,28669.0,0,2
299,433567593,1,1,1,1,1,0,1,0,0,0,108.0,108.0,108.0,0,1
300,437688424,2,1,5,8,15,0,15,0,0,0,4.0,18.333333333333332,33.0,10,5
301,439391038,6,4,3,19,37,0,37,0,0,0,3.0,11.027027027027026,32.0,29,8
302,439908728,11,4,4,23,89,0,89,0,0,0,1.0,23.168539325842698,188.0,41,48
303,439924377,7,4,1,15,27,0,27,0,0,0,3.0,17.185185185185187,40.0,11,16
304,440877316,2,1,5,8,10,0,10,0,0,0,13.0,50.6,176.0,4,6
305,441999794,1,1,1,1,1,0,1,0,0,0,13.0,13.0,13.0,0,1
306,443681508,2,2,3,29,44,0,42,2,0,0,5.0,15.5,43.0,38,6
307,444078472,13,10,42,70,147,0,138,9,0,0,1.0,14.197278911564625,83.0,48,99
308,445409702,4,1,2,2,13,0,11,2,0,0,2.0,10.384615384615385,45.0,11,2
309,445776648,1,1,2,3,8,0,8,0,0,0,6.0,13.625,27.0,7,1
310,447406885,2,1,1,7,13,0,13,0,0,0,10.0,48.30769230769231,139.0,10,3
311,447520400,2,1,5,5,17,0,17,0,0,0,5.0,20.470588235294116,49.0,12,5
